Species.scientific.name,Species.common.name,SeaWEED.ID,Source,Strain,Product,Production_system,Note_on_system,Description,Country,Specific_location,Year,Sample_size,Environment,Intensity,Yield_per_HA,Grow_out_period_days,Mortality_rate,FCR,Feed_type,Feed_soy_percent,Feed_othercrops_percent,Feed_FMFO_percent,Feed_animal_percent,Feed_method,Electricity_kwh,Diesel_L,Petrol_L,NaturalGas_L,Energy_demand,Energy_units,Person_entering,Date_entered,Notes,Production.volume.2018,USD.per.tonne,Taxonomy,Diet,ISSCAAP_Group,EcologyRefNo,HabitatsRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,FoodTroph,FoodSeTroph,Species..Family.,ASFIS,Species..Main.grouping.,Species..Order.,Environment..Environment.,HighLevelISSCAAP
Mytilus galloprovincialis,Mediterranean mussel,143,CajasDeGliniewicz-2016-a,,1 kg wet weight,Integrated marine rafts,,"Mussels harvested on integrated shellfish farm, processed, packaged, and distributed within the United States",United States,Washington,,1 farm,,,,,,,,,,,,,,,,,,,Rob,43902,Double check species Med vs blue vs green,"103010,87",1044,Mollusca,Filter-feeder,54,,,,,,,,,MYTILIDAE,3161000112,MOLLUSCA,BIVALVIA,Marine,Mollusca
Mytilus galloprovincialis,Mediterranean mussel,144,Lourguioui-2017-a,,1 tonne wet weight,Longline,Commercial,Mussels harvested in longline nets and cleaned at the production plant,Algeria,,2014.0,"1 farm, 50 tonnes/year",,,,,,,,,,,,,227.0,110.0,,,,,Rob,43902,Double check species Med vs blue vs green,"103010,87",1044,Mollusca,Filter-feeder,54,,,,,,,,,MYTILIDAE,3161000112,MOLLUSCA,BIVALVIA,Brackishwater,Mollusca
Mytilus galloprovincialis,Mediterranean mussel,144,Lourguioui-2017-a,,1 tonne wet weight,Longline,Commercial,Mussels harvested in longline nets and cleaned at the production plant,Algeria,,2014.0,"1 farm, 50 tonnes/year",,,,,,,,,,,,,227.0,110.0,,,,,Rob,43902,Double check species Med vs blue vs green,"103010,87",1044,Mollusca,Filter-feeder,54,,,,,,,,,MYTILIDAE,3161000112,MOLLUSCA,BIVALVIA,Marine,Mollusca
Oncorhynchus kisutch,Coho(=Silver) salmon,,SFW (company data),,,Net pen,,,Chile,,2016.0,,,,,,,1.2,Assumed compound,,22,64,13.5,,,,,,,,Rob,43902,,"166520,77",6599,Teleost,Carnivorous,23,1998,52559,,,4.22,0.73,4.18,0.7,SALMONIDAE,1230100908,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus kisutch,Coho(=Silver) salmon,,SFW (company data),,,Net pen,,,Chile,,2016.0,,,,,,,1.2,Assumed compound,,22,64,13.5,,,,,,,,Rob,43902,,"166520,77",6599,Teleost,Carnivorous,23,1998,52559,,,4.22,0.73,4.18,0.7,SALMONIDAE,1230100908,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,90,Gronroos-2006-a,,1 tonne slaughtered (ungutted),Lake-based net cages,Typical,"Rainbow trout grown in net cages, slaughtered.",Finland,,2003.0,,,,,,,1.3,Compound,13.0,16,65,0,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,90,Gronroos-2006-a,,1 tonne slaughtered (ungutted),Lake-based net cages,Typical,"Rainbow trout grown in net cages, slaughtered.",Finland,,2003.0,,,,,,,1.3,Compound,13.0,16,65,0,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,90,Gronroos-2006-a,,1 tonne slaughtered (ungutted),Lake-based net cages,Typical,"Rainbow trout grown in net cages, slaughtered.",Finland,,2003.0,,,,,,,1.3,Compound,13.0,16,65,0,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,84,Papatryphon-2003-a,,1 tonne live weight,Freshwater flow-through,Commercial,Rainbow trout grown to portion size in flow-through system.,France,,2002.0,8 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"These are three different sizes of harvest, consider only including one. I think I can get FCR and feed data.","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,84,Papatryphon-2003-a,,1 tonne live weight,Freshwater flow-through,Commercial,Rainbow trout grown to portion size in flow-through system.,France,,2002.0,8 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"These are three different sizes of harvest, consider only including one. I think I can get FCR and feed data.","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,84,Papatryphon-2003-a,,1 tonne live weight,Freshwater flow-through,Commercial,Rainbow trout grown to portion size in flow-through system.,France,,2002.0,8 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"These are three different sizes of harvest, consider only including one. I think I can get FCR and feed data.","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,82,Boissy-2011-a,,1 tonne live weight,Freshwater flow-through,Experimental,Rainbow trout grown in flow-through system; most fish meal input replaced by plant substitute,France,Southwest France,2007-2009,1 farm,,,,,,1.2,Compound,25.0,61,10,0,,2895.0,262.0,,,,,Rob,43902,"Experimental, consider removing","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,82,Boissy-2011-a,,1 tonne live weight,Freshwater flow-through,Experimental,Rainbow trout grown in flow-through system; most fish meal input replaced by plant substitute,France,Southwest France,2007-2009,1 farm,,,,,,1.2,Compound,25.0,61,10,0,,2895.0,262.0,,,,,Rob,43902,"Experimental, consider removing","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,82,Boissy-2011-a,,1 tonne live weight,Freshwater flow-through,Experimental,Rainbow trout grown in flow-through system; most fish meal input replaced by plant substitute,France,Southwest France,2007-2009,1 farm,,,,,,1.2,Compound,25.0,61,10,0,,2895.0,262.0,,,,,Rob,43902,"Experimental, consider removing","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,187,Chen-2015-a,,1 tonne raw fish,Flow-through,,Large- and mix-sized trout (200-3000g) produced in flow-through aquaculture systems,France,,2007-2011,"9 farms, 79 tonnes/year/farm",,,,,,1.2,Compound,,,,,,,,,,,,Rob,43902,Inventory data may still be coming,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,187,Chen-2015-a,,1 tonne raw fish,Flow-through,,Large- and mix-sized trout (200-3000g) produced in flow-through aquaculture systems,France,,2007-2011,"9 farms, 79 tonnes/year/farm",,,,,,1.2,Compound,,,,,,,,,,,,Rob,43902,Inventory data may still be coming,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,187,Chen-2015-a,,1 tonne raw fish,Flow-through,,Large- and mix-sized trout (200-3000g) produced in flow-through aquaculture systems,France,,2007-2011,"9 farms, 79 tonnes/year/farm",,,,,,1.2,Compound,,,,,,,,,,,,Rob,43902,Inventory data may still be coming,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,185,Dekamin-2015-a,,1 tonne live weight,Semi-closed recirculating system,,Rainbow trout produced in semi-closed recirculating aquaculture systems,Iran,,,,,,,,,1.6,Compound,5.0,46,35,13,,7603.0,118.0,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,185,Dekamin-2015-a,,1 tonne live weight,Semi-closed recirculating system,,Rainbow trout produced in semi-closed recirculating aquaculture systems,Iran,,,,,,,,,1.6,Compound,5.0,46,35,13,,7603.0,118.0,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,185,Dekamin-2015-a,,1 tonne live weight,Semi-closed recirculating system,,Rainbow trout produced in semi-closed recirculating aquaculture systems,Iran,,,,,,,,,1.6,Compound,5.0,46,35,13,,7603.0,118.0,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,89,SamuelFitwi-2013-a,,1 tonne live weight,Indoor recirculating,,Trout grown in indoor recirculating system,Denmark,,,"1 farm, 500 tonnes/year",,,,,,0.9,Compound,,,,,,19622.0,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,89,SamuelFitwi-2013-a,,1 tonne live weight,Indoor recirculating,,Trout grown in indoor recirculating system,Denmark,,,"1 farm, 500 tonnes/year",,,,,,0.9,Compound,,,,,,19622.0,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,89,SamuelFitwi-2013-a,,1 tonne live weight,Indoor recirculating,,Trout grown in indoor recirculating system,Denmark,,,"1 farm, 500 tonnes/year",,,,,,0.9,Compound,,,,,,19622.0,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,80,Aubin-2009-a,,1 tonne live weight,Freshwater flow-through,,Rainbow trout grown in flow-through system.,France,Aquitaine,2000.0,"1 farm, 330 tonnes growth",,,,,,1.2,Compound,12.0,18,69,0,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,80,Aubin-2009-a,,1 tonne live weight,Freshwater flow-through,,Rainbow trout grown in flow-through system.,France,Aquitaine,2000.0,"1 farm, 330 tonnes growth",,,,,,1.2,Compound,12.0,18,69,0,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,80,Aubin-2009-a,,1 tonne live weight,Freshwater flow-through,,Rainbow trout grown in flow-through system.,France,Aquitaine,2000.0,"1 farm, 330 tonnes growth",,,,,,1.2,Compound,12.0,18,69,0,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,87,SamuelFitwi-2013-a,,1 tonne live weight,Intensive pond,,Trout grown in intensive ponds,"Germany, Denmark",,,"1 farm, 200 tonnes/year",,,,,,0.9,Compound,,,,,,2554.0,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,87,SamuelFitwi-2013-a,,1 tonne live weight,Intensive pond,,Trout grown in intensive ponds,"Germany, Denmark",,,"1 farm, 200 tonnes/year",,,,,,0.9,Compound,,,,,,2554.0,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,87,SamuelFitwi-2013-a,,1 tonne live weight,Intensive pond,,Trout grown in intensive ponds,"Germany, Denmark",,,"1 farm, 200 tonnes/year",,,,,,0.9,Compound,,,,,,2554.0,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,,SFW (company data),,,Saltwater net pen,,,Chile,,2015.0,,,,,,,1.52,Assumed compound,,17.7,77.6,0,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,,SFW (company data),,,Saltwater net pen,,,Chile,,2015.0,,,,,,,1.52,Assumed compound,,17.7,77.6,0,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,,SFW (company data),,,Saltwater net pen,,,Chile,,2015.0,,,,,,,1.52,Assumed compound,,17.7,77.6,0,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,85,Papatryphon-2003-a,,1 tonne live weight,Freshwater flow-through,Commercial,Rainbow trout grown to large size in flow-through system.,France,,2002.0,8 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"These are three different sizes of harvest, consider only including one. I think I can get FCR and feed data.","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,85,Papatryphon-2003-a,,1 tonne live weight,Freshwater flow-through,Commercial,Rainbow trout grown to large size in flow-through system.,France,,2002.0,8 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"These are three different sizes of harvest, consider only including one. I think I can get FCR and feed data.","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,85,Papatryphon-2003-a,,1 tonne live weight,Freshwater flow-through,Commercial,Rainbow trout grown to large size in flow-through system.,France,,2002.0,8 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"These are three different sizes of harvest, consider only including one. I think I can get FCR and feed data.","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,186,Chen-2015-a,,1 tonne raw fish,Flow-through,,Pan-sized trout (250-400g) produced in flow-through aquaculture systems,France,,2007-2011,"5 farms, 168 tonnes/year/farm",,,,,,1.1,Compound,,,,,,,,,,,,Rob,43902,Inventory data may still be coming,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,186,Chen-2015-a,,1 tonne raw fish,Flow-through,,Pan-sized trout (250-400g) produced in flow-through aquaculture systems,France,,2007-2011,"5 farms, 168 tonnes/year/farm",,,,,,1.1,Compound,,,,,,,,,,,,Rob,43902,Inventory data may still be coming,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,186,Chen-2015-a,,1 tonne raw fish,Flow-through,,Pan-sized trout (250-400g) produced in flow-through aquaculture systems,France,,2007-2011,"5 farms, 168 tonnes/year/farm",,,,,,1.1,Compound,,,,,,,,,,,,Rob,43902,Inventory data may still be coming,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,86,Papatryphon-2003-a,,1 tonne live weight,Freshwater flow-through,Commercial,Rainbow trout grown to extra large size in flow-through system.,France,,2002.0,8 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"These are three different sizes of harvest, consider only including one. I think I can get FCR and feed data.","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,86,Papatryphon-2003-a,,1 tonne live weight,Freshwater flow-through,Commercial,Rainbow trout grown to extra large size in flow-through system.,France,,2002.0,8 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"These are three different sizes of harvest, consider only including one. I think I can get FCR and feed data.","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,86,Papatryphon-2003-a,,1 tonne live weight,Freshwater flow-through,Commercial,Rainbow trout grown to extra large size in flow-through system.,France,,2002.0,8 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"These are three different sizes of harvest, consider only including one. I think I can get FCR and feed data.","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,184,Dekamin-2015-a,,1 tonne live weight,Recirculating system,,Rainbow trout produced in recirculating aquaculture systems,Iran,,,,,,,,,1.5,Compound,5.0,46,35,13,,8100.0,135.0,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,184,Dekamin-2015-a,,1 tonne live weight,Recirculating system,,Rainbow trout produced in recirculating aquaculture systems,Iran,,,,,,,,,1.5,Compound,5.0,46,35,13,,8100.0,135.0,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,184,Dekamin-2015-a,,1 tonne live weight,Recirculating system,,Rainbow trout produced in recirculating aquaculture systems,Iran,,,,,,,,,1.5,Compound,5.0,46,35,13,,8100.0,135.0,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,88,SamuelFitwi-2013-a,,1 tonne live weight,Extensive pond,,Trout grown in extensive ponds,Germany,,,"1 farm, 3 tonnes/year",,,,,,1.2,Compound,,,,,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,88,SamuelFitwi-2013-a,,1 tonne live weight,Extensive pond,,Trout grown in extensive ponds,Germany,,,"1 farm, 3 tonnes/year",,,,,,1.2,Compound,,,,,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,88,SamuelFitwi-2013-a,,1 tonne live weight,Extensive pond,,Trout grown in extensive ponds,Germany,,,"1 farm, 3 tonnes/year",,,,,,1.2,Compound,,,,,,,,,,,,Rob,43902,,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,190,Avadi-2015-b,,1 tonne live weight,Semi-intensive cages,,"Trout produced in semi-intensive ponds in Peru, fed an artisanal feed",Peru,,2012.0,5 farms,,,,,,,,,,,,,,,,,,,Rob,43902,Inventory data may still be coming,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,190,Avadi-2015-b,,1 tonne live weight,Semi-intensive cages,,"Trout produced in semi-intensive ponds in Peru, fed an artisanal feed",Peru,,2012.0,5 farms,,,,,,,,,,,,,,,,,,,Rob,43902,Inventory data may still be coming,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,190,Avadi-2015-b,,1 tonne live weight,Semi-intensive cages,,"Trout produced in semi-intensive ponds in Peru, fed an artisanal feed",Peru,,2012.0,5 farms,,,,,,,,,,,,,,,,,,,Rob,43902,Inventory data may still be coming,"848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
Oncorhynchus mykiss,Rainbow trout,,SFW (lit and expert),,,Tanks / raceway,,,USA,,2016.0,,,,,,,1.16,Assumed compound,,26,58.4,15.6,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Freshwater,diadromous
Oncorhynchus mykiss,Rainbow trout,,SFW (lit and expert),,,Tanks / raceway,,,USA,,2016.0,,,,,,,1.16,Assumed compound,,26,58.4,15.6,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Brackishwater,diadromous
Oncorhynchus mykiss,Rainbow trout,,SFW (lit and expert),,,Tanks / raceway,,,USA,,2016.0,,,,,,,1.16,Assumed compound,,26,58.4,15.6,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","848051,45",4573,Teleost,Carnivorous,23,6258,4887,4.08,0.281,,,3.53,0.63,SALMONIDAE,1230100909,PISCES,SALMONIFORMES,Marine,diadromous
